anime_id,anime_title,anime_english_title,anime_japanese_title,anime_synonyms
1515,Sentou Yousei Shoujo Tasukete! Mave-chan,,戦闘妖精少女 たすけて！メイヴちゃん,"Sento Yosei Shojo Tasukete! Mave-chan, Battle Fairy Girl Help! Mave-chan, Fighting Fairy Girl Rescue Me Mave-chan"
6491,Scandal,,SCANDAL,Scandal anime
32856,Sayonara Space Shuttle,,さよならスペースシャトル,
3772,Saiko Robot Kombock (Cubix),Cubix,さいこロボット コンボック,"Robot-chan Cubix, Robots for Everyone"
8773,Nekko-kun,,ねっこ君,"Minna no Uta, Mr. Nekko"
22469,Minihams no Kekkon Song,,ミニハムずの結婚ソング,"Minihamuzu no Kekkon Song, Minihams' Wedding Song"
9850,"Koguma no Koro-chan (Korochan, the Little Bear)","Korochan, the Little Bear",こぐまのコロちゃん,
8782,Hiyoko Gumo,,ひよこぐも,"The Chick-Cloud Song, The Chick Cloud, Hiyoko Kumo, Minna no Uta"
7255,Hanaori (The Breaking of Branches is Forbidden),The Breaking of Branches is Forbidden,花折り,Hana-ori
36074,Endless Summer,,Endless Summer,
36597,Detarame Rock & Roll Theory (Detarame Rock&Roll Theory),Detarame Rock&Roll Theory,DETARAME ROCK&ROLL THEORY,Irodorimidori
1627,Choushin Hime Dangaizer 3,,超神姫ダンガイザー3,
34432,Balloon (Music),,balloon,
8731,Akai Boushi,,赤い帽子,"Red Hat, Minna no Uta"
19217,And And,,AND AND,
30169,Yubikiri,,ゆびきり,"Pinky Promise, Minna no Uta"
32861,Tsukiyomi,,ツキヨミ,
1340,Yami no Shihosha Judge (Judge),Judge,闇の司法官ジャッジ,"Magistrate of Darkness: Judge, Yami no Shihosha Judge, Ankoku no Judge, Judgment Day Pack"
7985,Taiyou no Hou: El Cantare e no Michi (The Laws of the Sun),The Laws of the Sun,太陽の法 エル・カンターレへの道,"Happy Science Movie 2, The Laws of the Sun: The Road to El Cantare"
24719,Shinrabanshou: Tenchi Shinmei no Shou,,神羅万象～天地神明の章～,
4391,Saru Masamune (The Monkey Sword Masamune),The Monkey Sword Masamune,猿正宗,Sarumasamune
32606,Onigiri,Onigiri,鬼斬,"Demon Cutter, Demon Slayer"
19755,Oshiri Kajiri Mushi (TV) 2nd Season (Bottom Biting Bug 2),Bottom Biting Bug 2,おしりかじり虫　第２シリーズ,
29353,Kimi wa Tomodachi,,キミはともだち,"You're My Friend, Ken Hirai PV"
2521,Haja Kyosei G Dangaiou,,破邪巨星Gダンガイオ,"Great Dangaioh, Dangaioh G, Haja-Kyosei G Dangaioh, G Dangaioh"
36524,Dies Irae: Reimei (Dies irae: The Dawning Days),Dies irae: The Dawning Days,Dies irae (0) 黎明,"Day of Wrath, Dies Irae 00, Dies Irae Episode 0"
1667,Barom One,,バロムワン,Baromu One
5330,Alice in Cyberland,,ありす ALICE in Cyberland,
13971,663114,,663114,
24181,3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,,3年C組14番窪園チヨコの入閣,San Nen C Gumi Juuyon Ban Kubozono Chiyoko No Nyuukaku
31874,2002-nen Halmeoni Ondo,,2002年ばあちゃん（ハルモニ）音頭,"Minna no Uta, 2002-nen Baachan Ondo"
15021,Yuki no Taiyou Pilot,,ユキの太陽,Yuki's Sun Pilot
4827,_Summer Specials,,_summer [アンダーバーサマー],Underbar Summer Specials
31439,Wagamama High Spec,Wagamama High Spec,ワガママハイスペック,
12295,Tobacco to Hai,,たばこと灰,"Tobacco and Ashes, Cigarettes and Ashes, Tabako to Hai"
2311,Shounen Kenya (Kenya Boy),Kenya Boy,少年ケニヤ,"Shounen Keniya, Jungle Boy"
2790,Oira Sukeban,,おいら女蛮[スケバン],Delinquent in Drag
30576,Pareo wa Emerald,,パレオはエメラルド,
17697,Neon The Animation,,Neon The Animation,
20869,Nulu-chan to Boku (Nulu-chan and Me),Nulu-chan and Me,ヌルちゃんとぼく,
36599,Muteki We Are One!!,,無敵We are one!!,Irodorimidori
13091,Ojiichan ga Kaizoku Datta Koro,,おじいちゃんが海賊だった頃,Ojii-chan ga Kaizoku Datta Koro
33544,InaDan Movie x Mameshiba Collab CM,,劇場版イナダン×豆しば コラボCM,Gekijou-ban Inazuma Eleven Go and Danball Senki W X Mameshiba Collab CM
36747,1/100 Train Station,1/100 Train Station,1/100 TRAIN Station,
30766,Homé-Pato the Movie,,HOMÉ-PATO THE MOVIE,Home-Pato the Movie
33887,Time for Christmas,,Time for Christmas,Glay
32297,Tenkou Kotofumi,,天紅事記,
30045,Shin Saru Kani Gassen,,新猿蟹合戦,
29744,Seishun Midnight Runners: Shiosai,,青春ミッドナイトランナーズ「潮騒」,Youth Midnight Runners: Surf Sound
32781,Refrain,,リフレイン,
34118,Pride,,プライド,
31310,Ishikeri (Kicking Rocks),Kicking Rocks,石けり,Hopscotch
28987,Kamakura (Snow Hut),Snow Hut,かまくら,
18425,Ikeike! Momon-chan Specials,,いけいけ！ももんちゃん 戯,"Go, Go! Momon-chan Specials"
25293,Futago no Mahoutsukai Lico to Gli (The Wizard of twins LICO & GLI),The Wizard of twins LICO & GLI,双子の魔法使い【リコとグリ】,"Futago no Mahoutsukai Lico and Gli, Futago no Mahoutsukai Lico & Gli"
3320,Harbor Light Monogatari: Fashion Lala yori,,ハーバーライト物語 ファッションララより,"Fashion Lala: The Story of the Harbor Light, Fancy Lala OVA, Harbour Light Story: Fashion Lala yori"
16656,Zettai Junpaku♡Mahou Shoujo,,絶対純白♡魔法少女,"Angelic White Magical Girls, Absolute Whiteness: Magical Girl"
15891,Zekkyou Gakkyuu,,絶叫学級,"Ribbon x Oha Suta Specials, Ribon x Oha Suta Specials"
30251,Venus Project: Climax,Venus Project: Climax,VENUS PROJECT（ヴィーナス プロジェクト）－CLIMAX－,
8682,Television,,テレビ,
7258,Tabi,,旅,"Travel, The Trip"
25103,Sumiko no Egao,,スミ子の笑顔,"Sumiko's Smile, Smile of Sumiko"
35629,Skirt no Naka wa Kedamono Deshita.,,スカートの中はケダモノでした。,"There's a beast under the skirt, A wolf in women's clothing"
19171,Sanjougattai Transformers Go!,,参乗合体 トランスフォーマーGo!,
29377,Pulsar,Pulsar,パルサー(PULSAR),
32447,"Nora to Oujo to Noraneko Heart (Nora, Princess, and Stray Cat)","Nora, Princess, and Stray Cat",ノラと皇女と野良猫ハート,Noratoto
8718,Itsumademo Tabibito,,いつまでも旅人,"Minna no Uta, Eternal Travelers"
8752,Message Song,,メッセージ・ソング,Minna no Uta
35389,Inaba no Kuni no Usagi-san (The Hare in Inaba),The Hare in Inaba,いなばの国の兎さん,
29820,Channel 5.5 4th Season,,チャンネル5.5 Season4,
25991,Bishoujo Mobage: Mobami-chan,,美少女Mobage モバミちゃん,
5246,Adesugata Mahou no Sannin Musume,,艶姿魔法の三人娘 [マミ·ペルシャ·エミ],"Mami, Emi, Pelsia: Adesugata Mahou no Sannin Musume, Charming Figures of the Magical Girl Trio, Adesugata Mahou no Mami Persia Emi"
27927,Urawa no Usagi-chan,,浦和の調ちゃん,
36774,Star Wars: Saigo no Jedai - Tokubetsu Eizou,,『スター・ウォーズ／最後のジェダイ』特別映像,"Star Wars: The Last Jedi, SW Cast Zenin BB-8 Mitai na Form ni Nattara Kawaii!, Star Wars: The Force Awakens, Star Wars: Force no Kakusei"
1982,Osu (Male),Male,おす,
36158,Nowhereland,Nowhereland,Nowhereland,"The Hotpantz, Nowhereland [type A]"
27687,Oshiri Kajiri Mushi (TV) 3rd Season (Bottom Biting Bug 3),Bottom Biting Bug 3,おしりかじり虫　第３シリーズ,
20581,Nekketsu Tantei Jimusho,,熱血探偵事務所,Passionate Detective Agency
34519,Mobile Suit Gakuen: G-Reco Koushien,,モビルスーツ学園「Ｇ-レコ甲子園」,
30600,Military! Special,,みりたり!,"Miritari!, Military! Episode 13, Military! OVA"
7296,Michi (Music),,道,Minna no Uta: Michi
6061,Maryuu Senki,,魔龍戦紀,"Evil Dragon War Chronicles, Maryu Senki, Maryuu Hensei, Maryuu Shinken, Pink Noise"
33909,Marine Dreamin',,Marine Dreamin',"iMarine, Umi Monogatari: Marine Dreamin'"
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,,マジでオタクなイングリッシュ! りぼんちゃん ~英語で戦う魔法少女~ the TV,
7451,Kid's Castle,Kid's Castle,キッズキャッスル,
18375,Kaitou Reinya Pilot,,「怪盗レーニャ」パイロット版,
35114,Clione no Akari,,クリオネの灯り,
34765,Chein Kuro-Nikuru!!,,ちぇいん黒にくる!!,Chain Chronican Black Shorts
12789,Yasashii Lion,,やさしいライオン,"The Kindly Lion, The Gentle Lion"
30973,Urashima Tarou (1952),,浦島太郎,
28717,Luigi's Toy Adventure,,S.H.Figuarts スーパーマリオシリーズ(SUPER MARIO SERIES) プロモ映像,S.H. Figuarts Super Mario Luigi
7528,Kujira (1952),,くじら,The Whale (1952)
33572,Idol Memories,,アイドルメモリーズ,
23265,Genroku Koi Moyou: Sankichi to Osayo,Sankichi and Osayo: A Genroku Romance,元禄恋模様 三吉とおさよ,
30534,Fen Qing (Burn This Love),Burn This Love,焚情,
29897,Beer Mukashi Mukashi,,ビールむかしむかし,
7475,Ano Ko ni 1000% (That Girl is 1000%),That Girl is 1000%,あの子に1000％,"Anoko ni 1000%, 1000% For That Girl"
30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,,姉ログ 靄子姉さんの本編を飛び出しても止まらないモノローグ,"Ane Log Flash OVA Specials, Sister's Log: Moyako's Never-ending Monologue Specials"
1341,Violence Jack: Harlem Bomber-hen (Violence Jack: Slumking),Violence Jack: Slumking,バイオレンス ジャック 〜ハーレム・ボンバー編〜,"Violence Jack: Harlem Bomber, Violence Jack: Slum King, Violence Jack: Harlem Bomber Hen, Violence Jack: Harlem Bomber Arc"
3497,Steady x Study,,ステディ×スタディ,
2462,Toushinden (Battle Arena Toshinden),Battle Arena Toshinden,闘神伝,Toshinden
11729,Space Neko Theater,Space Neko Theater,スペースネコシアター,
10674,Omake (Pieces),Pieces,おまけ,
1075,Netrun-mon the Movie,,ねとらん者 THE MOVIE,"Netrunmon The Movie, NetRunner"
22467,Minihams no Ai no Uta,,ミニハムずの愛の唄,"Minihamuzu no Ai no Uta, Minihams' Love Song"
13085,Kitsutsuki Keikaku,,キツツキ計画,The Woodpecker Plan
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"Mattsu, Yamma and Moburi - The Mystery of the Seven Gems and the Flying Castle",マッツとヤンマとモブリさん ―七つの秘宝と空飛ぶお城―,
18603,Kennosuke-sama,,剣之介さま,Akira Toriyama the World
6843,Kangaroo no Tanjoubi (Baby Kangaroo's Birthday Surprise),Baby Kangaroo's Birthday Surprise,カンガルーの誕生日,Kangaroo no Tanjobi
35399,Kamishibai Itazura Tanuki no Maki (Rascal Racoon),Rascal Racoon,紙芝居 いたづら狸の卷,
11389,Happy Kappy Recap,,はっぴ〜カッピ,"Happy Kappy Episode 19.5, Happy Kappy Special, Happy Kappi Recap"
6131,Charady no Joke na Mainichi,,キャラディのジョークな毎日,"Charady no Jokena Mainichi, Charady's Daily Joke"
31263,Grim,,GRIM,
28531,Ai Tenchi Muyou! Recaps,,愛・天地無用! 振り返り,Ai Tenchi Muyou! Furukaeri
32812,TeNiOE,,TeNiOE,
32219,Raldessia Chronicles,Raldessia Chronicles,ラルディシア クロニクル,
30473,"Nemure Omoigo, Sora no Shitone ni","Sleep tight my baby, cradled in the sky",ねむれ思い子 空のしとねに,
31641,Niedola,,Niedola,
1725,Keitai Shoujo,,ケータイ少女,Cell Phone Girl
2317,Hen (Strange Love),Strange Love,変,
33578,Hungry Zombie Francesca!!,,Hungry Zombie Francesca!!,"Francesca: Girls Be Ambitious, Hungry Zombie Francesca!! Club Mix"
32084,"Watashitachi, Luck Logic-bu!",,私たち、らくろじ部！,Watashitachi Rakuroji-bu!
32850,Yuu no Mahou,,夕の魔法,Evening Magic
3605,Princess Army: Wedding★Combat (Princess Army: Wedding Combat),Princess Army: Wedding Combat,ぷりんせすARMY - ウェディング★COMBAT -,
19977,The Impression of First Gundam,,The Impression of First GUNDAM,
34733,One Room Special,,One Room,One Room Episode 13
5826,Oira no Yakyuu (Our Baseball Match),Our Baseball Match,おい等の野球,Oira no Yakyu
25393,Master of Torque 2,,マスター・オブ・トルク2,Master of Torque 2nd Season
18273,Heungnyong Wang gwa Bihodongja (Thunder Prince),Thunder Prince,흑룡왕과 비호동자,Black Dragon King and Asylum Baluster
3026,Compiler,Compiler,COMPILER,Invaders From Cyberspace
4252,Explorer Woman Ray,,EXPLORER WOMAN RAY (エクスプローラーウーマン・レイ),
35294,Candle,Candle,candle,
2147,Call Me Tonight,Call Me Tonight,コール・ミー・トゥナイト,Pink Noise
20547,Top wo Nerae 2! Kagaku Kouza,,トップをねらえ２！科学講座,"Diebuster Science Course, Top wo Nerae 2! Diebuster! Science Lesson"
1745,Wild 7 Another Bouryaku Unga (Wild 7 Another),Wild 7 Another,ワイルド7 another　謀略運河,Wild 7 Swirling Canal
36607,Spicy Swingy Style,Spicy Swingy Style,SPICY SWINGY STYLE,Irodorimidori
1285,Soukihei MD Geist,,装鬼兵ＭＤガイスト,"M.D. Geist, Most Dangerous Geist"
36835,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,,『ルドルフとイッパイアッテナ』×ゴジラ×TOHOシネマズムービングロゴ映像,
11659,Pink Mizu Dorobou Ame Dorobou (Pink: Water Thieves Rain Thieves),Pink: Water Thieves Rain Thieves,ピンク みずドロボウあめドロボウ,"Pink: Water Bandit Rain Bandit, Akira Toriyama the World"
25265,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,,メグミとタイヨウ 果汁グミ Tweet Love Story,"Megumi to Taiyou, Meiji Candy Commercial: Megumi and Taiyou, TweetLoveStory"
29782,Malay Oki Kaisen (The Battle of the Malay Sea),The Battle of the Malay Sea,マレー沖海戦,Maree Oki Kaisen
35631,Mahouka x Mameshiba,,魔法科×豆しば,The irregular at magic high school
34888,Makeruna!! Aku no Gundan!,,まけるな!! あくのぐんだん！,Makeru na!! Aku no Gundan!
8717,Kumo ga Haretara,,雲が晴れたら,Minna no Uta
29661,Karma,,カルマ,
1751,Jikuu Bouken Nuumamonjaa (Chrono Trigger),Chrono Trigger,時空冒険ヌウマモンジャー,Time and Space Adventures Nuumamonjaa
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,,甘い懲罰~私は看守専用ペット,Amai Choubatsu: Watashi wa Kanshu Sen'you Pet
31941,Alice in Dreamland,,アリス・イン・ドリームランド,Alice in Dream Land
5304,Akiba-chan,Akiba-chan,アキバちゃん,
10979,48x61,,48x61 四拾八x六拾壱,48x61 (Rintaro x Katsuhiro Otomo)
28055,Yuki no Yoru no Yume (Dream of a Snowy Night),Dream of a Snowy Night,雪の夜の夢,
29867,Wasurerareta Ningyou,,忘れられた人形,
35329,Ultrasonico,,ウルトラソニコ,
9662,Timing,,TIMING,
36520,Pikotarou no Lullaby Lullaby (Pikotaro's Lullaby La La By (Web)),Pikotaro's Lullaby La La By (Web),ピコ太郎のララバイラーラバイ,Pikotaro Lullaby Lu-llaby
37258,Omae wa Mada Gunma wo Shiranai,,お前はまだグンマを知らない,
37668,Medama Oyaji no April Fools',,目玉おやじのエイプリルフール,
1949,Mahou no Chocolate,,魔法のチョコレート,Magical Chocolate
6939,Eien no Hou (The Laws of Eternity),The Laws of Eternity,永遠の法,Happy Science Movie 4
2983,Digital Devil Story: Megami Tensei,,デジタル・デビル物語〈ストーリ〉 女神転生,Digital Devil Monogatari Megami Tensei
29822,Channel 5.5 2nd Season,,チャンネル5.5,
32934,Zonmi-chan: Meat Pie of the Dead,,【ゾンミちゃん】 - ミートパイ オブ ザ デッド -,
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,,続 夏目友人帳 3Ｄニャンコ先生劇場,
35559,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,,sin 七つの大罪 第4.5話「まさに悪魔の所業…」,"Seven Mortal Sins Recap, Sin: Nanatsu no Taizai Episode 4.5"
13519,Organic,,オーガニック,
30489,Minna Atsumare! Falcom Gakuen SC Special,,みんな集まれ！ファルコム学園ＳＣ 第13話,Minna Atsumare! Falcom Gakuen Second Season
34122,Minna de Bokumetsu Inshu Unten,,みんなで撲滅飲酒運転,
3596,Lightning Trap: Leina & Laika,Lightning Trap: Leina & Laika,ライトニングトラップ レイナ＆ライカ,
32759,Kokuen,,黒煙,Black Smoke
6318,Kigurumikku V3,,きグルみっく☆V3,
7569,Idol Ace,Idol Ace,アイドルA,"Idol Ace Teaser, Idol A"
19481,Juujika You and I (Cross You and I),Cross You and I,十字架You and I,
29961,Feng Ji Yun Nu,,風急雲怒,"Storm Rider: Wild Winds, Raging Clouds"
33912,Gakuen Handsome: Haitoku no Lesson,,【学園ハンサム】背徳のLesson,"Shuumatsu no Mellow Dance, The Weekend's Mellow Dance, Lesson in Immorality"
1819,Daimajuu Gekitou: Hagane no Oni,,大魔獣激闘　鋼の鬼,"Demon of Steel: Battle of the Great Demon Beasts, Steel Devil"
13369,Cornelis,,コルネリス,
22205,Be Blues! Ao ni Nare,,BE BLUES!~青になれ~,
1596,Arcade Gamer Fubuki,,アーケードゲーマーふぶき,
36182,Abstract feat. Alkama,Abstract feat. Alkama,个乃ち七允ムく七 (Abstract) feat. Alkama,
36746,1/100 Shibuya Crossing,1/100 SHIBUYA Crossing,1/100 SHIBUYA Crossing,
4927,Tomoe ga Yuku!,,巴がゆく!,"There Goes Tomoe!, Go, Tomoe!, Tomoe Will Go!"
7511,Worku,,WORKU (ウォルク),"Worku: From Behind, Stranger In Paradigm"
1772,Seishoujo Kantai Virgin Fleet (Virgin Fleet),Virgin Fleet,聖少女艦隊バージンフリート,
35394,Oira no Hijouji (My Big Emergency),My Big Emergency,おいらの非常時,
36223,New My Tear CL Series,,ＮｅｗマイティアＣＬシリーズ,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka? x New My Tear CL"
30018,Norakuro Nitouhei,,のらくろ二等兵,
33272,Nanocore 2016 Xinnian Tebie Ban,,纳米核心 - 2016新年特别版,Nanocore: 2016 New Year Special
1059,Mutant Turtles: Choujin Densetsu-hen,,ミュータント タートルズ 超人伝説編,"Mutant Turtles: Superman Legend, Teenage Mutant Ninja Turtles: Legend of the Supermutants, TMNT"
27785,Doamaiger D (Doamayger-D),Doamayger-D,ドアマイガーD,
19209,Devour Dinner,,DEVOUR DINNER,
5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,Butt Attack Punisher Girl Gautaman,臀撃おしおき娘ゴータマン～ゴータマン誕生篇,Butt Attack Punisher Girl Gotaman
34716,Crocotires Traction AAA,,Crocotires Traction AAA,
36181,Christmas Morgue,Christmas Morgue,Christmas Morgue,Hatsune Miku
17048,Choujin Locke Special,,超人ロック,Locke the Superman Pilot
30782,Bikini Warriors,Bikini Warriors,ビキニ・ウォリアーズ,
35933,Aoshima Megu,Aoshima Megu,碧志摩メグ,Ise-Shima Mie Japan
28241,Ahiru Rikusentai (Duck Brigade),Duck Brigade,あひる陸戰隊,"Ahiru Riku Sentai, The Quack Infantry Troop"
36605,Tic Tac Dreamin' (Tic Tac Dreamin’),Tic Tac Dreamin’,Tic Tac DREAMIN’,Irodorimidori
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,,新宿シンちゃんパトロール わるい大人に気をつけて,Shinjuku Shin-chan Patrol: Be Careful of Bad Adults
31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,,太鼓の達人15周年記念ショートアニメーション,"Taiko: Drum Master, Taiko no Tatsujin: Juugo Shuunenkinen Short Animation"
3517,New Hal & Bons,,ＮＥＷ ハル＆ボンス,New Hal and Bons
17161,Peeping Life: The Perfect Emotion Special,,Peeping Life（ピーピング・ライフ）-The Perfect Emotion-,
27437,Mushiba Tetsudou,,虫歯鉄道-Cavity Express-,Cavity Express
32346,makemagic,,makemagic,jealkb
15045,Litchi DE Hikari Club (Lychee Light Club),Lychee Light Club,ライチ DE 光クラブ,"Litchi☆Hikari Club, Raichi Hikari Club"
30948,Kowabon,,こわぼん,
32749,Hizumu Realism,,ヒズムリアリズム,
28691,Kemurigusa Monogatari (A Story of Cigarettes),A Story of Cigarettes,煙り草物語,A Story of Tobacco
30428,Hikenai Guitar wo Hikundaze,,弾けないギターを弾くんだぜ,Denki Groove: Hikenai Guitar wo Hikundaze
15137,Entotsuya Peroo,,煙突屋ペロー,Chimney Sweep Pero
5869,Chou no Sainan (The Unlucky Butterfly),The Unlucky Butterfly,蝶のさいなん,Cho no Sainan
15525,Bokura no Hero,,僕らのヒーロー,Minna no Uta
28041,Baguda-jou no Touzoku (Burglars of Baghdad Castle),Burglars of Baghdad Castle,馬具田城の盗賊,"Baghdadjou no Touzoku, Baghdad-jou no Touzoku, Bagudajou no Touzoku"
35707,Anime Mitai na,,アニメみたいな,the dresscodes - Anime Mitai na
29850,AKB48 Stage Fighter,,AKB48ステージファイター,
36089,9,9,9,"group_inou, Nine"
6183,You Shoumei Bijutsukan Line (Yoh Shomei Art Gallery Line),Yoh Shomei Art Gallery Line,葉祥明美術館 LINE,YOH Shomei Museum LINE
33113,Scared Rider Xechs,,スカーレッドライダーゼクス,
29799,Tabi wa Michizure Yo wa Nasake,,旅は道連れ世は情,
8935,Nekketsu Uchuujin (Hot-blooded Alien),Hot-blooded Alien,熱血宇宙人,
2897,Nandarou,,なんだろう,What Is It?
2765,Momotarou: Umi no Shinpei (Momotaro: Sacred Sailors),Momotaro: Sacred Sailors,桃太郎　海の神兵,"Momotaro's Divine Sea Warriors, Momotarou: Divine Soldiers of the Sea"
20713,Mai Zhu (Pig Sale),Pig Sale,卖猪,
23157,Kaze no Invitation,,風のinvitation,Mahou no Star Magical Emi Music Clip: Kaze no Invitation
35156,High & Low: G-Sword,,HiGH&LOW g-sword,
8772,Happy Weekend,,HAPPY WEEKEND,Minna no Uta
36595,Fortissimo Bell,,フォルテシモBELL,Irodorimidori
28057,Dangobei Torimonochou: Hirake - Goma no Maki,,団子兵衛捕物帖 開け―ごまの巻,Dangobee Torimono Jou Ake: Goma no Maki
12561,Benkei tai Ushiwaka,,べんけい対ウシワカ,Benkei vs Ushiwaka
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,,頭は使いよう。カードも使いよう。,"Use Head Like So. Also, Use Card Like So., Atama wa Tsukaiyou. Kaado mo Tsukaiyou."
13087,Youkoso Uchuujin,,ようこそ宇宙人,"Welcome, Aliens"
537,Tekken (Tekken: The Motion Picture),Tekken: The Motion Picture,鉄拳,"The King Of Iron Fist Tournament The Movie, Tekken Movie"
10954,Toei Robot Girls,,東映ロボットガールズ,
3882,Seijuuki Cyguard (Cybernetics Guardian),Cybernetics Guardian,聖獣機サイガード,
33163,Seishain Cyborg 003,,正社員サイボーグ003,
8679,Saboten ga Nikui,,サボテンがにくい,Minna no Uta
7060,Ring of Gundam,Ring of Gundam,リング　オブ　ガンダム,
29798,Sakura Yori Ai wo Nosete,,サクラより愛をのせて,
35403,"Manga Revue Haru (Animated Revue ""Spring"")","Animated Revue ""Spring""",漫画レビュー 春,
15545,Oshiri Kajiri Mushi (TV) (Bottom Biting Bug),Bottom Biting Bug,おしりかじり虫,
29481,Kakinoki Mokkii,,柿の木モッキィ,Kakinoki Mokkyi
29955,Insomniac,,insomniac,ALT - Insomniac
10710,Houkago no Pleiades: Manner Movie,,劇場版 放課後のプレアデス   マナームービー,
6937,Hermes: Ai wa Kaze no Gotoku (Hermes: Winds of Love),Hermes: Winds of Love,ヘルメス 愛は風の如く,Happy Science Movie 1
26347,From Osaka with Cheer!,,FROM OSAKA WITH CHEER!,
17395,Ark IX (Ark Nine),Ark Nine,アークIX,
7448,Pacusi,,パ ク シ,Pakushi
32763,One and Three Four,,ONE AND THREE FOUR,
30019,Norakuro Ittouhei,,のらくろ一等兵,
14743,Nara Shika Monogatari (Nara Deer Story),Nara Deer Story,奈良鹿物語,
31494,Mini-Chara Macross,,ミニキャラマクロス,
25491,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,,メグミとタイヨウIII 果汁グミ Tweet Fantasy タイムラインワールド,"Tweet Fantasy, Megumi To Taiyou III"
15389,Kremlin,,クレムリン,
21717,Koisuru Niwatori,,恋するニワトリ,"Koi Suru Niwatori, Chicken Love, Minna no Uta"
10360,Kinniku Banzuke: Kongou-kun no Daibouken!,,筋肉番付 金剛くんの大冒険!,
6829,Izakaya no Ichiya (Over a Drink),Over a Drink,居酒屋の一夜,
37285,"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",,1分でわかる映画「曇天に笑う」　解説予告,"Eagle Talon, Himitsukessha Taka no Tsume, The Frogman Show, Cloudy Laugh, Laughing Under the Clouds, 1-ban de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku"
31491,Hantsu x Trash (Sexy and Stupid Water Polo Comedy!!),Sexy and Stupid Water Polo Comedy!!,ハンツー×トラッシュ,"Hantsu x Torasshu, Hunts x Trash"
1705,Genma Taisen: Shinwa Zenya no Shou (Genma Wars),Genma Wars,幻魔大戦－神話前夜の章,"Genma Taisen, Genma Wars: Eve of Mythology, Ghenma Wars, Great War of the Demon of Illusions: The Chapter of the Previous Night of the Myth"
9356,Cool Cool Bye,,クール・クール・バイ,
33512,Animegatari x Ghost in the Shell Collab Eizou,,「アニメガタリ」×「攻殻機動隊 新劇場版」コラボ映像,"Animegatari x Koukaku Kidoutai: Shin Gekijouban Collaboration Eizou, Animegatari x Ghost in the Shell (2015) Collab Eizou, Animegatari x Ghost in the Shell (2015) Collaboration Eizou"
32855,Tonight,,TONIGHT,
31624,Tomato ni Natta Otokonoko,,トマトになった男の子,
30840,Many Things SD Gundam,,SD百科,"SD Encyclopedia, SD Hyakka"
1455,Makai Tenshou (Ninja Resurrection),Ninja Resurrection,魔界転生,"Ninja Resurrection: The Revenge of Jubei, Makai Tensho"
7488,Karo to Piyobupt: Ame no Hi (Karo & Piyobupt: Imagination),Karo & Piyobupt: Imagination,カロとピヨブプト-あめのひ,"Rainy Day, Rainy Days"
29587,Home My Home,,ホーム・マイホーム,
25985,Contact,Contact,Contact,"Backkom, Bernard"
32762,Circles,,円群,
36604,Bang Babang Bang!!!,Bang Babang Bang!!!,Bang Babang Bang!!!,Irodorimidori
1528,Bishoujo Yuugekitai Battle Skipper (Battle Skipper),Battle Skipper,美少女遊撃隊バトルスキッパー,"Battle Skipper School, Lightning Attacker Exstars Battle Skipper"
10105,Bavi Stock,,バビ・ストック,"Bavi Stock II: The Revenge of Eyesman - Ai no Kodou no Kanata ni, Bavi Stock I: Hateshi Naki Hyouteki"
32737,009 Re:Cyborg x Zip,,サイボーグ009 × 日テレ「ZIP!」,
7482,"Yume kara, Samenai",,夢から、さめない,
31426,Urawa no Usagi-chan Special,,浦和の調ちゃん,Urawa no Usagi-chan Episode 13
29457,Tenrankai de Atta Onnanoko,,展覧会で逢った女の子,Minna no Uta
32764,Sun Set Sun,,SUN SET SUN,
3496,Ougon no Hou: El Cantare no Rekishikan (The Golden Laws),The Golden Laws,黄金の法　エル・カンターレの歴史観,Happy Science Movie 3
18723,Soul Reviver,,ソウルリヴァイヴァー,
23267,Osaru no Tairyou,,お猿の大漁,
30065,Osamishi Tani no Wakare Uta,,お淋し谷の別れ唄,
5241,Mofu☆Mofu,,モフ☆モフ,
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,,マジでオタクなイングリッシュ! りぼんちゃん ~英語で戦う魔法少女~,
